연번,시도,시군구,읍면동,우편번호,주    소
915,인천,강화군,양도면사무소,23057,인천광역시 강화군 양도면 강화남로 708-2
916,인천,강화군,내가면사무소,23018,인천광역시 강화군 내가면 강화서로 249
917,인천,강화군,하점면사무소,23015,인천광역시 강화군 하점면 강화대로 1220
918,인천,강화군,양사면사무소,23011,인천광역시 강화군 양사면 전망대로 1391
919,인천,강화군,송해면사무소,23019,인천광역시 강화군 송해면 전망대로 29
920,인천,강화군,교동면사무소,23002,인천광역시 강화군 교동면 교동동로 485-13
921,인천,강화군,삼산면사무소,23005,인천광역시 강화군 삼산면 삼산북로 475
922,인천,강화군,서도면사무소,23008,인천광역시 강화군 서도면 주문도1길 16
923,인천,옹진군,북도면사무소,23114,인천광역시 옹진군 북도면 시도로 82
924,인천,옹진군,연평면사무소,23108,인천광역시 옹진군 연평면 연평중앙로24번길 3
925,인천,옹진군,백령면사무소,23101,인천광역시 옹진군 백령면 백령로278번길 61-2
926,인천,옹진군,대청면사무소,23105,인천광역시 옹진군 대청면 대청로19번길 59
927,인천,옹진군,덕적면사무소,23130,인천광역시 옹진군 덕적면 덕적북로 130
928,인천,옹진군,자월면사무소,23125,인천광역시 옹진군 자월면 자월서로 164
929,인천,옹진군,영흥면사무소,23119,인천광역시 옹진군 영흥면 영흥로251번길 90
930,광주,동구,충장동행정복지센터,61480,광주광역시 동구 충장로58번길 16
931,광주,동구,동명동행정복지센터,61434,광주광역시 동구 동명로26번길 13
932,광주,동구,계림1동행정복지센터,61422,광주광역시 동구 경양로247번길 26
933,광주,동구,계림2동행정복지센터,61414,"광주 동구 계림로30번길 15, 227동1층상가13호"
934,광주,동구,산수1동행정복지센터,61406,광주광역시 동구 무등로449번길 12
935,광주,동구,산수2동행정복지센터,61437,광주광역시 동구 필문대로191번길 43-24
936,광주,동구,지산1동행정복지센터,61445,광주광역시 동구 지산로 57
937,광주,동구,지산2동행정복지센터,61444,광주광역시 동구 지호로 51
938,광주,동구,서남동행정복지센터,61468,광주광역시 동구 서남로 14
939,광주,동구,학동행정복지센터,61456,광주광역시 동구 천변우로 539 1층
940,광주,동구,학운동행정복지센터,61460,광주광역시 동구 의재로 53
941,광주,동구,지원1동행정복지센터,61501,광주광역시 동구 지원로 31-9
942,광주,동구,지원2동행정복지센터,61504,광주광역시 동구 화산로 361
943,광주,서구,양동행정복지센터,61923,광주광역시 서구 천변좌로222번길 3-2
944,광주,서구,양3동행정복지센터,61919,광주광역시 서구 상무대로1223번길 16
945,광주,서구,농성1동행정복지센터,61936,광주광역시 서구 상무대로1189번길 23
946,광주,서구,농성2동행정복지센터,61931,광주광역시 서구 화정로 314
947,광주,서구,광천동행정복지센터,61915,광주광역시 서구 광천2길 9
948,광주,서구,유덕동행정복지센터,61901,광주광역시 서구 유덕로 24
949,광주,서구,치평동행정복지센터,61957,광주광역시 서구 상무공원로 62
950,광주,서구,상무1동행정복지센터,61967,광주광역시 서구 월드컵4강로197번길 20
951,광주,서구,상무2동행정복지센터,61994,광주광역시 서구 화정로85번길 17
952,광주,서구,화정1동행정복지센터,61977,광주광역시 서구 내방로338번길 11
953,광주,서구,화정2동행정복지센터,61982,광주광역시 서구 화운로 94
954,광주,서구,화정3동행정복지센터,62037,광주광역시 서구 월드컵4강로68번길 21
955,광주,서구,화정4동행정복지센터,62026,광주광역시 서구 염화로83번길 3
956,광주,서구,서창동행정복지센터,62076,광주광역시 서구 눌재로 412
957,광주,서구,금호1동행정복지센터,62006,광주광역시 서구 운천로31번길 17
958,광주,서구,금호2동행정복지센터,62013,광주광역시 서구 풍금로 135
959,광주,서구,풍암동행정복지센터,62063,광주광역시 서구 풍암1로 27
960,광주,서구,동천동행정복지센터,61903,광주광역시 서구 유림로98번길 8
961,광주,남구,양림동행정복지센터,61662,광주광역시 남구 백서로 94
962,광주,남구,방림1동행정복지센터,61666,광주광역시 남구 오방로 101-2
963,광주,남구,방림2동행정복지센터,61677,광주광역시 남구 천변좌로566번다길 12
964,광주,남구,봉선1동행정복지센터,61691,광주광역시 남구 봉선로51번길 21
965,광주,남구,봉선2동행정복지센터,61685,광주광역시 남구 봉선중앙로26번길 10
966,광주,남구,사직동행정복지센터,61636,광주광역시 남구 중앙로95번길 14
967,광주,남구,월산동행정복지센터,61631,광주광역시 남구 덕림2길 3
968,광주,남구,월산4동행정복지센터,61617,광주광역시 남구 대남대로390번길 11
969,광주,남구,월산5동행정복지센터,61613,광주광역시 남구 군분로82번길 14
970,광주,남구,백운1동행정복지센터,61648,광주광역시 남구 독립로54번길 20
971,광주,남구,백운2동행정복지센터,61657,광주광역시 남구 진다리로6번길 9
972,광주,남구,주월1동행정복지센터,61717,광주광역시 남구 회서로21번가길 13
973,광주,남구,주월2동행정복지센터,61607,광주광역시 남구 군분로13번길 12
974,광주,남구,진월동행정복지센터,61714,광주광역시 남구 화산로 15
975,광주,남구,효덕동행정복지센터,61743,광주광역시 남구 효우로 200
976,광주,남구,송암동행정복지센터,61740,광주광역시 남구 송암로 66
977,광주,남구,대촌동행정복지센터,61751,광주광역시 남구 포충로 591
978,광주,북구,중흥1동행정복지센터,61235,광주광역시 북구 중흥로183번길 7
979,광주,북구,중흥2동행정복지센터,61218,광주광역시 북구 우치로1번길 10
980,광주,북구,중흥3동행정복지센터,61208,광주광역시 북구 서방로40번길 12
981,광주,북구,중앙동행정복지센터,61240,광주광역시 북구 금재로 30
982,광주,북구,임동행정복지센터,61248,광주광역시 북구 서림로 53
983,광주,북구,신안동행정복지센터,61231,광주광역시 북구 자산로 66
984,광주,북구,용봉동행정복지센터,61181,광주광역시 북구 용주로18번길 28
985,광주,북구,운암1동행정복지센터,61258,광주광역시 북구 동운로201번길 55
986,광주,북구,운암2동행정복지센터,61221,광주광역시 북구 죽봉대로 214
987,광주,북구,운암3동행정복지센터,61102,광주광역시 북구 서강로 129
988,광주,북구,동림동행정복지센터,61096,광주광역시 북구 북문대로 236
989,광주,북구,우산동행정복지센터,61192,광주광역시 북구 동문대로 109(2~3층)
990,광주,북구,풍향동행정복지센터,61206,광주광역시 북구 필문대로29번길 10
991,광주,북구,문화동행정복지센터,61139,광주광역시 북구 군왕로 233
992,광주,북구,문흥1동행정복지센터,61129,광주광역시 북구 대천로 140-3
993,광주,북구,문흥2동행정복지센터,61133,광주광역시 북구 문산로 25
994,광주,북구,두암1동행정복지센터,61198,광주광역시 북구 동문대로110번길 77
995,광주,북구,두암2동행정복지센터,61196,광주광역시 북구 면앙로192번길 15
996,광주,북구,두암3동행정복지센터,61161,광주광역시 북구 삼정로3번길 25
997,광주,북구,삼각동행정복지센터,61057,광주광역시 북구 설죽로 447
998,광주,북구,일곡동행정복지센터,61038,광주광역시 북구 설죽로 525
999,광주,북구,매곡동행정복지센터,61061,광주광역시 북구 매곡로69번길 25
1000,광주,북구,오치1동행정복지센터,61122,광주광역시 북구 우치로274번길 48
1001,광주,북구,오치2동행정복지센터,61052,광주광역시 북구 서하로183번길 29
1002,광주,북구,석곡동행정복지센터,61140,광주광역시 북구 석곡로 634
1003,광주,북구,건국동행정복지센터,61027,광주광역시 북구 본촌마을길 25
1004,광주,북구,양산동행정복지센터,61072,광주광역시 북구 양산택지로 32
1005,광주,북구,신용동행정복지센터,61087,광주광역시 북구 첨단연신로 97
1006,광주,광산구,송정1동행정복지센터,62427,광주광역시 광산로 92
1007,광주,광산구,송정2동행정복지센터,62430,광주광역시 광산구 광산로29번길 5
1008,광주,광산구,도산동행정복지센터,62444,광주광역시 광산구 도산로 12
1009,광주,광산구,신흥동행정복지센터,62380,광주광역시 광산구 신흥동안길 9
1010,광주,광산구,어룡동행정복지센터,62391,광주광역시 광산구 선운중앙로67번길 6
1011,광주,광산구,우산동행정복지센터,62363,광주광역시 광산구 무진대로 246-12
1012,광주,광산구,월곡1동행정복지센터,62347,광주광역시 광산구 사암로 306
1013,광주,광산구,월곡2동행정복지센터,62333,광주광역시 광산구 산정공원로72번길 21-12
1014,광주,광산구,비아동행정복지센터,62238,광주광역시 광산구 비아중앙로31번길 6
1015,광주,광산구,첨단1동행정복지센터,62274,광주광역시 광산구 첨단중앙로 160
1016,광주,광산구,첨단2동행정복지센터,62276,광주광역시 광산구 첨단중앙로124번길 24
1017,광주,광산구,신가동행정복지센터,62309,광주광역시 광산구 신가로 30
1018,광주,광산구,운남동행정복지센터,62317,광주광역시 광산구 목련로217번길 10
1019,광주,광산구,신창동행정복지센터,62251,광주광역시 광산구 왕버들로 291
1020,광주,광산구,수완동행정복지센터,62247,광주광역시 광산구 장덕로 158
1021,광주,광산구,하남동행정복지센터,62336,광주광역시 광산구 하남대로54번길 15
1022,광주,광산구,임곡동행정복지센터,62201,광주광역시 광산구 고봉로 788
1023,광주,광산구,동곡동행정복지센터,62461,광주광역시 광산구 동곡로 151-56
1024,광주,광산구,평동행정복지센터,62420,광주광역시 광산구 평동로 790
1025,광주,광산구,삼도동행정복지센터,62406,광주광역시 광산구 오운로 433-1
1026,광주,광산구,본량동행정복지센터,62204,광주광역시 광산구 용진로 379
1027,대전,동구,중앙동 행정복지센터,34603,대전광역시 동구 대동천우안5길 24
1028,대전,동구,신인동 행정복지센터,34632,대전광역시 동구 충무로203번길 28-25
1029,대전,동구,효동 행정복지센터,34688,대전광역시 동구 계족로 24
1030,대전,동구,판암1동 행정복지센터,34675,대전광역시 동구 동부로10번길 68
1031,대전,동구,판암2동 행정복지센터,34665,대전광역시 동구 동부로 37
1032,대전,동구,용운동 행정복지센터,34524,대전광역시 동구 새울로109번길 5
1033,대전,동구,대동 행정복지센터,34610,대전광역시 동구 계족로 180
1034,대전,동구,자양동 행정복지센터,34645,대전광역시 동구 백룡로 16
1035,대전,동구,가양1동 행정복지센터,34575,대전광역시 동구 가양로 122
1036,대전,동구,가양2동 행정복지센터,34532,대전광역시 동구 흥룡로 33
1037,대전,동구,용전동 행정복지센터,34541,대전광역시 동구 계족로 515
1038,대전,동구,성남동 행정복지센터,34590,대전광역시 동구 계족로368번길 70
1039,대전,동구,홍도동 행정복지센터,34554,대전광역시 동구 동산초교로34번길 56
1040,대전,동구,삼성동 행정복지센터,34570,대전광역시 동구 태전로 138-12
1041,대전,동구,대청동 행정복지센터,34501,대전광역시 동구 옥천로 633
1042,대전,동구,산내동 행정복지센터,34703,대전광역시 동구 산내로1257번길 53
1043,대전,중구,은행선화동행정복지센터,34846,대전광역시 중구 보문로337번길 33
1044,대전,중구,목동행정복지센터,34816,대전광역시 중구 목중로39번길 39
1045,대전,중구,중촌동행정복지센터,34812,대전광역시 중구 대종로 663-7
1046,대전,중구,대흥동행정복지센터,34917,"대전광역시 중구 대흥로 109, 3층"
1047,대전,중구,문창동행정복지센터,35029,대전광역시 중구 보문로20번길 38
1048,대전,중구,석교동행정복지센터,35035,대전광역시 중구 대종로 228
1049,대전,중구,대사동행정복지센터,35043,대전광역시 중구 충무로74번길 14(대사동)
1050,대전,중구,부사동행정복지센터,35023,대전광역시 중구 보문로68번길 20
1051,대전,중구,용두동행정복지센터,34857,대전광역시 중구 동서대로1322번길 111
1052,대전,중구,오류동행정복지센터,34904,대전광역시 중구 오류로 56
1053,대전,중구,태평1동행정복지센터,34892,대전광역시 중구 동서대로 1234
1054,대전,중구,태평2동행정복지센터,34885,대전광역시 중구 평촌로 51
1055,대전,중구,유천1동행정복지센터,34975,대전광역시 중구 계백로1566번길 57
1056,대전,중구,유천2동행정복지센터,34970,대전광역시 중구 문화로133번길 55
1057,대전,중구,문화1동행정복지센터,34961,대전광역시 중구 문화로 195
1058,대전,중구,문화2동행정복지센터,35008,대전광역시 중구 당디로6번길 90
1059,대전,중구,산성동행정복지센터,34989,대전광역시 중구 대둔산로 403
1060,대전,서구,복수동행정복지센터,35407,대전광역시 서구 복수동로49
1061,대전,서구,도마1동행정복지센터,35332,대전광역시 서구 도마3길 46
1062,대전,서구,도마2동행정복지센터,35340,대전광역시 서구 도림1길 14
1063,대전,서구,정림동행정복지센터,35396,대전광역시 서구 정림동로 10
1064,대전,서구,변동동행정복지센터,35318,대전광역시 서구 중반5길 133
1065,대전,서구,용문동행정복지센터,35304,대전광역시 서구 계룡로 626-1
1066,대전,서구,탄방동행정복지센터,35255,대전광역시 서구 탄방로7번길 97
1067,대전,서구,둔산1동행정복지센터,35239,대전광역시 서구 둔산중로 65
1068,대전,서구,둔산2동행정복지센터,35238,대전광역시 서구 둔산서로 80
1069,대전,서구,둔산3동행정복지센터,35246,대전광역시 서구 둔산북로 232-52
1070,대전,서구,괴정동행정복지센터,35292,대전광역시 서구 가장로 57
1071,대전,서구,가장동행정복지센터,35310,대전광역시 서구 들말4길 6
1072,대전,서구,내동행정복지센터,35289,대전광역시 서구 도솔로 247
1073,대전,서구,갈마1동행정복지센터,35276,대전광역시 서구 신갈마로 191
1074,대전,서구,갈마2동행정복지센터,35272,대전광역시 서구 대덕대로 147
1075,대전,서구,월평1동행정복지센터,35226,대전광역시 서구 월평서로 13
1076,대전,서구,월평2동행정복지센터,35211,대전광역시 서구 갈마역로 145
1077,대전,서구,월평3동행정복지센터,35210,대전광역시 서구 청사로 27-9
1078,대전,서구,만년동행정복지센터,35201,대전광역시 서구 만년로 19
1079,대전,서구,가수원동행정복지센터,35385,대전광역시 서구 가수원로 105
1080,대전,서구,관저1동행정복지센터,35364,대전광역시 서구 관저북로 24
1081,대전,서구,관저2동행정복지센터,35378,대전광역시 서구 관저중로 82
1082,대전,서구,기성동행정복지센터,35426,대전광역시 서구 흑석1길 16
1083,대전,유성구,진잠동행정복지센터,34228,대전광역시 유성구 원내로39번길 10
1084,대전,유성구,학하동행정복지센터,34210,대전광역시 유성구 학하북로 75-21
1085,대전,유성구,원신흥동행정복지센터,34190,대전광역시 유성구 봉명로 27-18
1086,대전,유성구,상대동행정복지센터,34198,대전광역시 유성구 월드컵대로316번길 28-7
1087,대전,유성구,온천1동행정복지센터,34179,대전광역시 유성구 도안대로589번길 35
1088,대전,유성구,온천2동행정복지센터,34165,대전광역시 유성구 장대로 120
1089,대전,유성구,노은1동행정복지센터,34091,대전광역시 유성구 노은동로87번길 89
1090,대전,유성구,노은2동행정복지센터,34061,대전광역시 유성구 송림로19번길 35
1091,대전,유성구,노은3동행정복지센터,34073,대전광역시 유성구 지족동로 145
1092,대전,유성구,신성동행정복지센터,34107,대전광역시 유성구 신성로 55
1093,대전,유성구,전민동행정복지센터,34048,대전광역시 유성구 유성대로 1719
1094,대전,유성구,구즉동행정복지센터,34006,대전광역시 유성구 구룡달전로 22
1095,대전,유성구,관평동행정복지센터,34019,대전광역시 유성구 관평2로 42
1096,대전,대덕구,오정동행정복지센터,34438,대전광역시 대덕구 한밭대로972번길 92
1097,대전,대덕구,대화동행정복지센터,34370,대전광역시 대덕구 동심5길 10
1098,대전,대덕구,회덕동행정복지센터,34360,대전광역시 대덕구 대전로 1376
1099,대전,대덕구,비래동행정복지센터,34418,대전광역시 대덕구 비래동로 10
1100,대전,대덕구,송촌동행정복지센터,34401,대전광역시 대덕구 동춘당로94번길 11
1101,대전,대덕구,중리동행정복지센터,34395,대전광역시 대덕구 중리남로 47
1102,대전,대덕구,법1동행정복지센터,34382,대전광역시 대덕구 계족로663번길 36
1103,대전,대덕구,법2동행정복지센터,34406,대전광역시 대덕구 동춘당로 187
1104,대전,대덕구,신탄진동행정복지센터,34306,대전광역시 대덕구 신탄진로 830
1105,대전,대덕구,석봉동행정복지센터,34318,대전광역시 대덕구 석봉로37번길 15
1106,대전,대덕구,덕암동행정복지센터,34331,대전광역시 대덕구 덕암북로104번길 60
1107,대전,대덕구,목상동행정복지센터,34322,대전광역시 대덕구 대덕대로1470번길 7
1108,울산,중구,학성동행정복지센터,44526,울산광역시 중구 구교로 92
1109,울산,중구,반구1동행정복지센터,44501,울산광역시 중구 화합로 340
1110,울산,중구,반구2동행정복지센터,44508,울산광역시 중구 구교4길 40
1111,울산,중구,복산1동행정복지센터,44470,울산광역시 중구 북부순환도로 610
1112,울산,중구,복산2동행정복지센터,44478,울산광역시 중구 화합로 465
1113,울산,중구,성안동행정복지센터,44426,울산광역시 중구 백양로 34
1114,울산,중구,중앙동행정복지센터,44530,울산광역시 중구 중앙길 199
1115,울산,중구,우정동행정복지센터,44467,울산광역시 중구 장춘로 30
1116,울산,중구,태화동행정복지센터,44451,울산광역시 중구 유곡로 45
1117,울산,중구,다운동행정복지센터,44406,울산광역시 중구 운곡길 6
1118,울산,중구,병영1동행정복지센터,44494,울산광역시 중구 병영3길 8
1119,울산,중구,병영2동행정복지센터,44483,울산광역시 중구 병영성7길 9
1120,울산,중구,약사동행정복지센터,44474,울산광역시 중구 평산4길 38
1121,울산,남구,신정1동행정복지센터,44670,울산광역시 남구 월평로9번길 7
1122,울산,남구,신정2동행정복지센터,44677,울산광역시 남구 봉월로20번길 9
1123,울산,남구,신정3동행정복지센터,44684,울산광역시 남구 월평로103번길 18
1124,울산,남구,신정4동행정복지센터,44741,울산광역시 남구 수암로64번길 16
1125,울산,남구,신정5동행정복지센터,44686,울산광역시 남구 월평로 147
1126,울산,남구,달동행정복지센터,44691,울산광역시 남구 돋질로92번길 28
1127,울산,남구,삼산동행정복지센터,44701,울산광역시 남구 삼산중로131번길 36
1128,울산,남구,삼호동행정복지센터,44635,울산광역시 남구 삼호로 15
1129,울산,남구,무거동행정복지센터,44602,울산광역시 남구 대학로147번길 38
1130,울산,남구,옥동행정복지센터,44648,울산광역시 남구 문수로369번길 5
1131,울산,남구,야음장생포동행정복지센터,44766,울산광역시 남구 여천로12번길 50
1132,울산,남구,대현동행정복지센터,44751,울산광역시 남구 수암로 182
1133,울산,남구,수암동행정복지센터,44755,울산광역시 남구 중앙로 32
1134,울산,남구,선암동행정복지센터,44771,"울산광역시 남구 산업로339번길 17, 2층"
1135,울산,동구,방어동행정복지센터,44097,울산광역시 동구 꽃바위로 325
1136,울산,동구,일산동행정복지센터,44069,울산광역시 동구 일산진11길 123
1137,울산,동구,화정동행정복지센터,44074,울산광역시 동구 대송로 140
1138,울산,동구,대송동행정복지센터,44061,울산광역시 동구 대송5길 10
1139,울산,동구,전하1동행정복지센터,44035,울산광역시 동구 바드래3길 55
1140,울산,동구,전하2동행정복지센터,44047,울산광역시 동구 진성4길 45
1141,울산,동구,남목1동행정복지센터,44010,울산광역시 동구 방어진순환도로 1170
1142,울산,동구,남목2동행정복지센터,44030,울산광역시 동구 명덕6길 33
1143,울산,동구,남목3동행정복지센터,44015,울산광역시 동구 동해안로 100
1144,울산,북구,농소1동행정복지센터,44229,울산광역시 북구 호계2길 10
1145,울산,북구,농소2동행정복지센터,44220,울산광역시 북구 찬샘1길 24
1146,울산,북구,농소3동행정복지센터,44209,울산광역시 북구 신답로 77
1147,울산,북구,강동동행정복지센터,44233,울산광역시 북구 무룡로 1096
1148,울산,북구,효문동행정복지센터,44248,울산광역시 북구 산업로 970
1149,울산,북구,송정동행정복지센터,44240,울산광역시 북구 송내14길 41
1150,울산,북구,양정동행정복지센터,44257,울산광역시 북구 오치골3길 16-1
1151,울산,북구,염포동행정복지센터,44262,울산광역시 북구 염포로 707
1152,울산,울주군,범서읍행정복지센터,44926,울산광역시 울주군 범서읍 송현길 72
1153,울산,울주군,온산읍행정복지센터,45001,울산광역시 울주군 온산읍 덕신로 303
1154,울산,울주군,언양읍행정복지센터,44941,울산광역시 울주군 언양읍 동문길 7
1155,울산,울주군,온양읍행정복지센터,44974,울산광역시 울주군 온양읍 남창1길 20
1156,울산,울주군,청량읍행정복지센터,44984,울산광역시 울주군 청량읍 신덕하3길 5
1157,울산,울주군,삼남읍행정복지센터,44953,울산광역시 울주군 삼남읍 작괘들길 2
1158,울산,울주군,서생면행정복지센터,45014,울산광역시 울주군 서생면 해맞이로 894
1159,울산,울주군,웅촌면행정복지센터,44965,울산광역시 울주군 웅촌면 새초천길 12
1160,울산,울주군,두동면행정복지센터,44915,울산광역시 울주군 두동면 대밀길 28
1161,울산,울주군,두서면행정복지센터,44911,울산광역시 울주군 두서면 반구대로 1817-11
1162,울산,울주군,상북면행정복지센터,44902,울산광역시 울주군 상북면 도동신리로 5
1163,울산,울주군,삼동면행정복지센터,44956,울산광역시 울주군 삼동면 삼동로 777
1164,세종,,조치원읍행정복지센터,30024,세종특별자치시 조치원읍 새내16길 17
1165,세종,,연기면사무소,30059,세종특별자치시 연기면 당산로 81
1166,세종,,연동면사무소,30068,세종특별자치시 연동면 장욱진로 7
1167,세종,,부강면행정복지센터,30075,세종특별자치시 부강면 부강5길 38
1168,세종,,금남면행정복지센터,30083,세종특별자치시 금남면 용포로 57
1169,세종,,장군면사무소,30053,세종특별자치시 장군면 장척로 400-1
1170,세종,,연서면행정복지센터,30043,세종특별자치시 연서면 대첩로 238
1171,세종,,전의면행정복지센터,30004,세종특별자치시 전의면 운주산로 1270
1172,세종,,전동면사무소,30011,세종특별자치시 전동면 운주산로 386
1173,세종,,소정면사무소,30001,세종특별자치시 소정면 소정구길 204
1174,세종,,한솔동행정복지센터,30130,세종특별자치시 한솔동 노을3로 85
1175,세종,,도담동행정복지센터,30098,세종특별자치시 도담동 보람로 77
1176,세종,,아름동행정복지센터,30100,세종특별자치시 보듬3로 114
1177,세종,,종촌동행정복지센터,30064,세종특별자치시 도움3로 125
1178,세종,,고운동행정복지센터,30062,세종특별자치시 마음로 284
1179,세종,,보람동행정복지센터,30150,세종특별자치시 호려울로 42
1180,세종,,새롬동행정복지센터,30127,세종특별자치시 새롬중앙로 44
1181,세종,,대평동주민센터,30153,세종특별자치시 대평1길 10
1182,세종,,소담동주민센터,30150,세종특별자치시 한누리대로 2023
1183,세종,,다정동주민센터,30123,세종특별자치시 다정남3로 10
1184,세종,,반곡동주민센터,30146,세종특별자치시 반곡로 39
1185,세종,,해밀동주민센터,30092,세종특별자치시 해밀1로 45
1186,경기,수원시 장안구,파장동 행정복지센터,16204,경기도 수원시 장안구 파장천로 60
1187,경기,수원시 장안구,율천동 행정복지센터,16417,경기도 수원시 장안구 서부로2106번길 27
1188,경기,수원시 장안구,정자1동 행정복지센터,16339,경기도 수원시 장안구 정자로130번길 20
1189,경기,수원시 장안구,정자2동 행정복지센터,16312,경기도 수원시 장안구 송정로24번길 34
1190,경기,수원시 장안구,정자3동 행정복지센터,16333,경기도 수원시 장안구 대평로 85
1191,경기,수원시 장안구,영화동 행정복지센터,16269,경기도 수원시 장안구 수성로382번길 24
1192,경기,수원시 장안구,송죽동 행정복지센터,16305,경기도 수원시 장안구 송원로41번길 16-21
1193,경기,수원시 장안구,조원1동 행정복지센터,16282,경기도 수원시 장안구 금당로 56
1194,경기,수원시 장안구,조원2동 행정복지센터,16294,경기도 수원시 장안구 송원로 109-50
1195,경기,수원시 장안구,연무동 행정복지센터,16265,경기도 수원시 장안구 경수대로 757
1196,경기,수원시 권선구,세류1동 행정복지센터,16593,경기도 수원시 권선구 세류로38번길 10
1197,경기,수원시 권선구,세류2동 행정복지센터,16588,경기도 수원시 권선구 덕영대로 1107
1198,경기,수원시 권선구,세류3동 행정복지센터,16576,경기도 수원시 권선구 정조로 557
1199,경기,수원시 권선구,평동 행정복지센터,16599,경기도 수원시 권선구 평동로76번길 13
1200,경기,수원시 권선구,서둔동 행정복지센터,16617,경기도 수원시 권선구 서호로 146
1201,경기,수원시 권선구,구운동 행정복지센터,16408,경기도 수원시 권선구 구운로47번길 57-33
1202,경기,수원시 권선구,금곡동 행정복지센터,16397,경기도 수원시 권선구 금곡로196번길 20
1203,경기,수원시 권선구,호매실동 행정복지센터,16400,경기도 수원시 권선구 칠보로 161
1204,경기,수원시 권선구,권선1동 행정복지센터,16566,경기도 수원시 권선구 경수대로352번길 29
1205,경기,수원시 권선구,권선2동 행정복지센터,16558,경기도 수원시 권선구 권중로 85
1206,경기,수원시 권선구,곡선동 행정복지센터,16667,경기도 수원시 권선구 동수원로146번길 174
1207,경기,수원시 권선구,입북동 행정복지센터,16367,경기도 수원시 권선구 입북로 17
1208,경기,수원시 팔달구,행궁동 행정복지센터,16251,경기도 수원시 팔달구 신풍로23번길 40
1209,경기,수원시 팔달구,매교동 행정복지센터,16466,경기도 수원시 팔달구 효원로89번길 60
1210,경기,수원시 팔달구,매산동 행정복지센터,16456,경기도 수원시 팔달구 매산로 45
1211,경기,수원시 팔달구,고등동 행정복지센터,16450,경기도 수원시 팔달구 고등로 37
1212,경기,수원시 팔달구,화서1동 행정복지센터,16442,경기도 수원시 팔달구 동말로4번길 10
1213,경기,수원시 팔달구,화서2동 행정복지센터,16425,경기도 수원시 팔달구 화산로6번길 6
1214,경기,수원시 팔달구,지동 행정복지센터,16248,경기도 수원시 팔달구 세지로 339
1215,경기,수원시 팔달구,우만1동 행정복지센터,16237,경기도 수원시 팔달구 경수대로656번길 37-17
1216,경기,수원시 팔달구,우만2동행정복지센터,16498,경기도 수원시 팔달구 중부대로207번길 33
1217,경기,수원시 팔달구,인계동 행정복지센터,16475,경기도 수원시 팔달구 인계로 123
1218,경기,수원시 영통구,매탄1동 행정복지센터,16532,경기도 수원시 영통구 인계로189번길 119
1219,경기,수원시 영통구,매탄2동 행정복지센터,16524,경기도 수원시 영통구 매영로39번길 21
1220,경기,수원시 영통구,매탄3동 행정복지센터,16548,경기도 수원시 영통구 동탄원천로881번길 76
1221,경기,수원시 영통구,매탄4동 행정복지센터,16541,경기도 수원시 영통구 산남로 26-4
1222,경기,수원시 영통구,원천동 행정복지센터,16518,경기도 수원시 영통구 중부대로 339
1223,경기,수원시 영통구,광교1동 행정복지센터,16509,경기도 수원시 영통구 도청로89번길 20
1224,경기,수원시 영통구,광교2동 행정복지센터,16512,경기도 수원시 영통구 법조로149번길 155
1225,경기,수원시 영통구,영통1동 행정복지센터,16712,경기도 수원시 영통구 봉영로1759번길 23
1226,경기,수원시 영통구,영통2동 행정복지센터,16679,경기도 수원시 영통구 영통로217번길 12
1227,경기,수원시 영통구,영통3동 행정복지센터,16705,경기도 수원시 영통구 반달로 105
1228,경기,수원시 영통구,망포1동 행정복지센터,16692,경기도 수원시 영통구 영통로90번길 4-16
1229,경기,수원시 영통구,망포2동 행정복지센터,16686,경기도 수원시 영통구 태장로54번길 10
1230,경기,고양시 덕양구,주교동행정복지센터,10458,경기도 고양시 덕양구 고양대로1315번길 71
1231,경기,고양시 덕양구,원신동행정복지센터,10565,경기도 고양시 덕양구 호국로 1261
1232,경기,고양시 덕양구,흥도동행정복지센터,10480,경기도 고양시 덕양구 흥도로454번길 44
1233,경기,고양시 덕양구,성사1동행정복지센터,10462,경기도 고양시 덕양구 호국로 793
1234,경기,고양시 덕양구,성사2동행정복지센터,10469,경기도 고양시 덕양구 호국로742번길 6-6
1235,경기,고양시 덕양구,효자동행정복지센터,3307,서울특별시 은평구 대서문길 5
1236,경기,고양시 덕양구,삼송동행정복지센터,10509,경기도 고양시 덕양구 신도길 8-8
1237,경기,고양시 덕양구,창릉동행정복지센터,10597,경기도 고양시 덕양구 동세로 30
1238,경기,고양시 덕양구,고양동행정복지센터,10275,경기도 고양시 덕양구 벽제관로 5
1239,경기,고양시 덕양구,관산동행정복지센터,10287,경기도 고양시 덕양구 통일로 789
1240,경기,고양시 덕양구,능곡동행정복지센터,10509,경기도 고양시 덕양구 토당로 83
1241,경기,고양시 덕양구,화정1동행정복지센터,10472,경기도 고양시 덕양구 화중로 197
1242,경기,고양시 덕양구,화정2동행정복지센터,10499,경기도 고양시 덕양구 화신로 232
1243,경기,고양시 덕양구,행주동행정복지센터,10516,경기도 고양시 덕양구 지도로14번길 11
1244,경기,고양시 덕양구,행신1동행정복지센터,10518,경기도 고양시 덕양구 중앙로 541-12
1245,경기,고양시 덕양구,행신2동행정복지센터,10518,경기도 고양시 덕양구 충경로 30
1246,경기,고양시 덕양구,행신3동행정복지센터,10494,경기도 고양시 덕양구 중앙로558번길 78
